"site_id","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no","yes_date","yeartype","water_year","dowy","summer_year","dosy","phenophase","functional_type","first_yes","year"
2,43.08535,-70.69133,12,"ME",1159,"Quercus","velutina","black oak","Plantae",24293,498,"Colored leaves",2019,9,26,269,2458753,8,2019,12,1,335,2458819,9,2019-09-26,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",269,2019
2,43.08535,-70.69133,12,"ME",1159,"Quercus","velutina","black oak","Plantae",24293,501,"Open flowers",2019,5,18,138,2458622,5,2019,6,8,159,2458643,4,2019-05-18,"calendar",NA,NA,NA,NA,"Open flowers","Deciduous broadleaf",138,2019
6362,43.012966,-73.649918,108,"NY",61,"Acer","saccharum","sugar maple","Plantae",24294,371,"Breaking leaf buds",2019,4,30,120,2458604,15,2019,5,6,126,2458610,7,2019-04-30,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",120,2019
6362,43.012966,-73.649918,108,"NY",61,"Acer","saccharum","sugar maple","Plantae",24294,471,"Falling leaves",2019,9,3,246,2458730,8,2019,10,21,294,2458778,14,2019-09-03,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",246,2019
6362,43.012966,-73.649918,108,"NY",61,"Acer","saccharum","sugar maple","Plantae",24294,498,"Colored leaves",2019,9,3,246,2458730,8,2019,10,21,294,2458778,14,2019-09-03,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",246,2019
6362,43.012966,-73.649918,108,"NY",79,"Fagus","grandifolia","American beech","Plantae",24295,371,"Breaking leaf buds",2019,4,30,120,2458604,15,2019,5,6,126,2458610,7,2019-04-30,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",120,2019
6362,43.012966,-73.649918,108,"NY",79,"Fagus","grandifolia","American beech","Plantae",24295,390,"Ripe fruits",2019,7,23,204,2458688,22,2019,7,23,204,2458688,2,2019-07-23,"calendar",NA,NA,NA,NA,"Ripe fruits","Deciduous broadleaf",204,2019
6362,43.012966,-73.649918,108,"NY",79,"Fagus","grandifolia","American beech","Plantae",24295,471,"Falling leaves",2019,10,10,283,2458767,15,2019,11,4,308,2458792,10,2019-10-10,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",283,2019
6362,43.012966,-73.649918,108,"NY",79,"Fagus","grandifolia","American beech","Plantae",24295,498,"Colored leaves",2019,9,17,260,2458744,8,2019,11,14,318,2458802,12,2019-09-17,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",260,2019
6362,43.012966,-73.649918,108,"NY",79,"Fagus","grandifolia","American beech","Plantae",24295,504,"Recent fruit or seed drop",2019,7,23,204,2458688,22,2019,7,23,204,2458688,2,2019-07-23,"calendar",NA,NA,NA,NA,"Ripe fruits","Deciduous broadleaf",204,2019
6362,43.012966,-73.649918,108,"NY",3,"Acer","rubrum","red maple","Plantae",24296,371,"Breaking leaf buds",2019,4,30,120,2458604,15,2019,5,13,133,2458617,16,2019-04-30,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",120,2019
6362,43.012966,-73.649918,108,"NY",3,"Acer","rubrum","red maple","Plantae",24296,471,"Falling leaves",2019,9,9,252,2458736,6,2019,10,16,289,2458773,5,2019-09-09,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",252,2019
6362,43.012966,-73.649918,108,"NY",3,"Acer","rubrum","red maple","Plantae",24296,498,"Colored leaves",2019,8,26,238,2458722,7,2019,10,16,289,2458773,5,2019-08-26,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",238,2019
6362,43.012966,-73.649918,108,"NY",3,"Acer","rubrum","red maple","Plantae",24296,501,"Open flowers",2019,4,11,101,2458585,2,2019,4,30,120,2458604,6,2019-04-11,"calendar",NA,NA,NA,NA,"Open flowers","Deciduous broadleaf",101,2019
6362,43.012966,-73.649918,108,"NY",3,"Acer","rubrum","red maple","Plantae",24297,371,"Breaking leaf buds",2019,4,30,120,2458604,15,2019,5,13,133,2458617,16,2019-04-30,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",120,2019
6362,43.012966,-73.649918,108,"NY",3,"Acer","rubrum","red maple","Plantae",24297,471,"Falling leaves",2019,9,9,252,2458736,6,2019,10,21,294,2458778,14,2019-09-09,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",252,2019
6362,43.012966,-73.649918,108,"NY",3,"Acer","rubrum","red maple","Plantae",24297,498,"Colored leaves",2019,8,26,238,2458722,7,2019,10,21,294,2458778,14,2019-08-26,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",238,2019
6362,43.012966,-73.649918,108,"NY",3,"Acer","rubrum","red maple","Plantae",24297,501,"Open flowers",2019,4,11,101,2458585,2,2019,4,30,120,2458604,6,2019-04-11,"calendar",NA,NA,NA,NA,"Open flowers","Deciduous broadleaf",101,2019
6362,43.012966,-73.649918,108,"NY",79,"Fagus","grandifolia","American beech","Plantae",24298,371,"Breaking leaf buds",2019,4,30,120,2458604,15,2019,5,6,126,2458610,7,2019-04-30,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",120,2019
6362,43.012966,-73.649918,108,"NY",79,"Fagus","grandifolia","American beech","Plantae",24298,390,"Ripe fruits",2019,8,5,217,2458701,4,2019,8,5,217,2458701,9,2019-08-05,"calendar",NA,NA,NA,NA,"Ripe fruits","Deciduous broadleaf",217,2019
6362,43.012966,-73.649918,108,"NY",79,"Fagus","grandifolia","American beech","Plantae",24298,471,"Falling leaves",2019,10,10,283,2458767,15,2019,11,4,308,2458792,10,2019-10-10,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",283,2019
6362,43.012966,-73.649918,108,"NY",79,"Fagus","grandifolia","American beech","Plantae",24298,498,"Colored leaves",2019,9,25,268,2458752,8,2019,11,4,308,2458792,10,2019-09-25,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",268,2019
6362,43.012966,-73.649918,108,"NY",79,"Fagus","grandifolia","American beech","Plantae",24298,504,"Recent fruit or seed drop",2019,8,5,217,2458701,4,2019,8,5,217,2458701,9,2019-08-05,"calendar",NA,NA,NA,NA,"Ripe fruits","Deciduous broadleaf",217,2019
6362,43.012966,-73.649918,108,"NY",28,"Prunus","serotina","black cherry","Plantae",24299,390,"Ripe fruits",2019,6,27,178,2458662,10,2019,9,3,246,2458730,6,2019-06-27,"calendar",NA,NA,NA,NA,"Ripe fruits","Deciduous broadleaf",178,2019
6362,43.012966,-73.649918,108,"NY",28,"Prunus","serotina","black cherry","Plantae",24299,471,"Falling leaves",2019,9,3,246,2458730,8,2019,9,9,252,2458736,8,2019-09-03,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",246,2019
6362,43.012966,-73.649918,108,"NY",28,"Prunus","serotina","black cherry","Plantae",24299,498,"Colored leaves",2019,9,3,246,2458730,8,2019,10,16,289,2458773,5,2019-09-03,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",246,2019
6362,43.012966,-73.649918,108,"NY",28,"Prunus","serotina","black cherry","Plantae",24299,504,"Recent fruit or seed drop",2019,8,1,213,2458697,7,2019,8,14,226,2458710,5,2019-08-01,"calendar",NA,NA,NA,NA,"Ripe fruits","Deciduous broadleaf",213,2019
6362,43.012966,-73.649918,108,"NY",17,"Fragaria","virginiana","Virginia strawberry","Plantae",24301,482,"Initial growth (forbs)",2019,4,4,94,2458578,10,2019,4,30,120,2458604,6,2019-04-04,"calendar",NA,NA,NA,NA,"Leaf budburst","Semi-evergreen forb",94,2019
6362,43.012966,-73.649918,108,"NY",17,"Fragaria","virginiana","Virginia strawberry","Plantae",24301,501,"Open flowers",2019,5,13,133,2458617,7,2019,5,13,133,2458617,16,2019-05-13,"calendar",NA,NA,NA,NA,"Open flowers","Semi-evergreen forb",133,2019
6362,43.012966,-73.649918,108,"NY",17,"Fragaria","virginiana","Virginia strawberry","Plantae",24302,482,"Initial growth (forbs)",2019,4,11,101,2458585,2,2019,4,30,120,2458604,6,2019-04-11,"calendar",NA,NA,NA,NA,"Leaf budburst","Semi-evergreen forb",101,2019
6362,43.012966,-73.649918,108,"NY",61,"Acer","saccharum","sugar maple","Plantae",24303,371,"Breaking leaf buds",2019,4,30,120,2458604,15,2019,5,6,126,2458610,7,2019-04-30,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",120,2019
6362,43.012966,-73.649918,108,"NY",61,"Acer","saccharum","sugar maple","Plantae",24303,471,"Falling leaves",2019,9,3,246,2458730,8,2019,10,16,289,2458773,5,2019-09-03,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",246,2019
6362,43.012966,-73.649918,108,"NY",61,"Acer","saccharum","sugar maple","Plantae",24303,498,"Colored leaves",2019,9,3,246,2458730,8,2019,10,16,289,2458773,5,2019-09-03,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",246,2019
6362,43.012966,-73.649918,108,"NY",129,"Andropogon","gerardii","big bluestem","Plantae",24304,390,"Ripe fruits",2019,9,3,246,2458730,8,2019,11,14,318,2458802,12,2019-09-03,"calendar",NA,NA,NA,NA,"Ripe fruits","Graminoid",246,2019
6362,43.012966,-73.649918,108,"NY",129,"Andropogon","gerardii","big bluestem","Plantae",24304,492,"Initial growth (grasses/sedges)",2019,5,13,133,2458617,7,2019,5,13,133,2458617,16,2019-05-13,"calendar",NA,NA,NA,NA,"Leaf budburst","Graminoid",133,2019
6362,43.012966,-73.649918,108,"NY",129,"Andropogon","gerardii","big bluestem","Plantae",24304,493,"Flower heads (grasses/sedges)",2019,7,25,206,2458690,2,2019,8,5,217,2458701,9,2019-07-25,"calendar",NA,NA,NA,NA,"Open flowers","Graminoid",206,2019
6362,43.012966,-73.649918,108,"NY",129,"Andropogon","gerardii","big bluestem","Plantae",24304,494,"Open flowers (grasses/sedges)",2019,8,5,217,2458701,4,2019,8,5,217,2458701,9,2019-08-05,"calendar",NA,NA,NA,NA,"Open flowers","Graminoid",217,2019
6362,43.012966,-73.649918,108,"NY",129,"Andropogon","gerardii","big bluestem","Plantae",24304,504,"Recent fruit or seed drop",2019,9,17,260,2458744,14,2019,11,14,318,2458802,12,2019-09-17,"calendar",NA,NA,NA,NA,"Ripe fruits","Graminoid",260,2019
8208,41.256149,-73.457321,192,"CT",3,"Acer","rubrum","red maple","Plantae",24820,371,"Breaking leaf buds",2019,4,17,107,2458591,6,2019,4,26,116,2458600,8,2019-04-17,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",107,2019
8208,41.256149,-73.457321,192,"CT",3,"Acer","rubrum","red maple","Plantae",24820,390,"Ripe fruits",2019,5,14,134,2458618,10,2019,5,14,134,2458618,22,2019-05-14,"calendar",NA,NA,NA,NA,"Ripe fruits","Deciduous broadleaf",134,2019
8208,41.256149,-73.457321,192,"CT",3,"Acer","rubrum","red maple","Plantae",24820,471,"Falling leaves",2019,9,18,261,2458745,8,2019,10,30,303,2458787,NA,2019-09-18,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",261,2019
8208,41.256149,-73.457321,192,"CT",3,"Acer","rubrum","red maple","Plantae",24820,498,"Colored leaves",2019,9,10,253,2458737,7,2019,10,30,303,2458787,NA,2019-09-10,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",253,2019
8208,41.256149,-73.457321,192,"CT",3,"Acer","rubrum","red maple","Plantae",24820,501,"Open flowers",2019,4,8,98,2458582,14,2019,4,17,107,2458591,9,2019-04-08,"calendar",NA,NA,NA,NA,"Open flowers","Deciduous broadleaf",98,2019
8208,41.256149,-73.457321,192,"CT",3,"Acer","rubrum","red maple","Plantae",24821,371,"Breaking leaf buds",2019,4,26,116,2458600,9,2019,4,26,116,2458600,8,2019-04-26,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",116,2019
8208,41.256149,-73.457321,192,"CT",3,"Acer","rubrum","red maple","Plantae",24821,471,"Falling leaves",2019,9,18,261,2458745,8,2019,10,30,303,2458787,NA,2019-09-18,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",261,2019
8208,41.256149,-73.457321,192,"CT",3,"Acer","rubrum","red maple","Plantae",24821,498,"Colored leaves",2019,9,10,253,2458737,7,2019,10,22,295,2458779,8,2019-09-10,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",253,2019
8208,41.256149,-73.457321,192,"CT",3,"Acer","rubrum","red maple","Plantae",24821,501,"Open flowers",2019,4,8,98,2458582,14,2019,4,17,107,2458591,9,2019-04-08,"calendar",NA,NA,NA,NA,"Open flowers","Deciduous broadleaf",98,2019
8208,41.256149,-73.457321,192,"CT",3,"Acer","rubrum","red maple","Plantae",24822,371,"Breaking leaf buds",2019,4,17,107,2458591,6,2019,4,26,116,2458600,8,2019-04-17,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",107,2019
8208,41.256149,-73.457321,192,"CT",3,"Acer","rubrum","red maple","Plantae",24822,471,"Falling leaves",2019,9,18,261,2458745,8,2019,10,30,303,2458787,NA,2019-09-18,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",261,2019
8208,41.256149,-73.457321,192,"CT",3,"Acer","rubrum","red maple","Plantae",24822,498,"Colored leaves",2019,9,10,253,2458737,7,2019,10,30,303,2458787,NA,2019-09-10,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",253,2019
8208,41.256149,-73.457321,192,"CT",3,"Acer","rubrum","red maple","Plantae",24822,501,"Open flowers",2019,4,8,98,2458582,14,2019,4,17,107,2458591,9,2019-04-08,"calendar",NA,NA,NA,NA,"Open flowers","Deciduous broadleaf",98,2019
2540,41.255749,-73.456375,189,"CT",36,"Syringa","vulgaris","common lilac","Plantae",24823,373,"Breaking leaf buds (lilac/honeysuckle)",2019,3,18,77,2458561,10,2019,4,17,107,2458591,10,2019-03-18,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",77,2019
8210,41.259045,-73.457031,192,"CT",36,"Syringa","vulgaris","common lilac","Plantae",24824,206,"Full flowering (lilac)",2019,6,5,156,2458640,39,2019,6,5,156,2458640,NA,2019-06-05,"calendar",NA,NA,NA,NA,"Open flowers","Deciduous broadleaf",156,2019
8210,41.259045,-73.457031,192,"CT",36,"Syringa","vulgaris","common lilac","Plantae",24824,373,"Breaking leaf buds (lilac/honeysuckle)",2019,4,8,98,2458582,14,2019,4,17,107,2458591,10,2019-04-08,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",98,2019
8408,35.687332,-83.500183,592,"TN",444,"Cornus","florida-appalachianspring","Appalachian Spring dogwood","Plantae",25240,498,"Colored leaves",2019,11,19,323,2458807,NA,2019,11,19,323,2458807,NA,2019-11-19,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",323,2019
8409,35.687199,-83.49971,595,"TN",444,"Cornus","florida-appalachianspring","Appalachian Spring dogwood","Plantae",25241,371,"Breaking leaf buds",2019,4,4,94,2458578,14,2019,4,4,94,2458578,19,2019-04-04,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",94,2019
8409,35.687199,-83.49971,595,"TN",444,"Cornus","florida-appalachianspring","Appalachian Spring dogwood","Plantae",25241,498,"Colored leaves",2019,9,12,255,2458739,142,2019,11,19,323,2458807,NA,2019-09-12,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",255,2019
8418,32.363758,-94.873947,108,"TX",81,"Liquidambar","styraciflua","sweetgum","Plantae",25348,371,"Breaking leaf buds",2019,3,17,76,2458560,14,2019,3,31,90,2458574,3,2019-03-17,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",76,2019
8418,32.363758,-94.873947,108,"TX",246,"Turdus","migratorius","American robin","Animalia",25349,294,"Singing individuals (birds)",2019,2,6,37,2458521,3,2019,2,6,37,2458521,7,2019-02-06,"calendar",NA,NA,NA,NA,"Calls or songs","Bird",37,2019
8418,32.363758,-94.873947,108,"TX",246,"Turdus","migratorius","American robin","Animalia",25349,457,"Insect consumption",2019,2,18,49,2458533,5,2019,2,18,49,2458533,2,2019-02-18,"calendar",NA,NA,NA,NA,"Feeding","Bird",49,2019
8418,32.363758,-94.873947,108,"TX",1108,"Mimus","polyglottos","northern mockingbird","Animalia",25351,294,"Singing individuals (birds)",2019,3,10,69,2458553,7,2019,3,17,76,2458560,3,2019-03-10,"calendar",NA,NA,NA,NA,"Calls or songs","Bird",69,2019
8418,32.363758,-94.873947,108,"TX",1108,"Mimus","polyglottos","northern mockingbird","Animalia",25351,310,"Fruit/seed consumption",2019,3,17,76,2458560,7,2019,3,20,79,2458563,3,2019-03-17,"calendar",NA,NA,NA,NA,"Feeding","Bird",76,2019
5583,45.196041,-70.459015,349,"ME",99,"Betula","papyrifera","paper birch","Plantae",25357,371,"Breaking leaf buds",2019,5,22,142,2458626,7,2019,5,22,142,2458626,7,2019-05-22,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",142,2019
5583,45.196041,-70.459015,349,"ME",99,"Betula","papyrifera","paper birch","Plantae",25357,498,"Colored leaves",2019,9,25,268,2458752,7,2019,10,16,289,2458773,7,2019-09-25,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",268,2019
5583,45.196041,-70.459015,349,"ME",79,"Fagus","grandifolia","American beech","Plantae",25358,498,"Colored leaves",2019,9,25,268,2458752,7,2019,10,23,296,2458780,7,2019-09-25,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",268,2019
5582,45.195858,-70.45369,360,"ME",99,"Betula","papyrifera","paper birch","Plantae",25359,371,"Breaking leaf buds",2019,5,22,142,2458626,7,2019,5,22,142,2458626,7,2019-05-22,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",142,2019
5582,45.195858,-70.45369,360,"ME",99,"Betula","papyrifera","paper birch","Plantae",25359,498,"Colored leaves",2019,9,25,268,2458752,7,2019,10,23,296,2458780,7,2019-09-25,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",268,2019
1327,42.546036,-71.3545,87,"MA",61,"Acer","saccharum","sugar maple","Plantae",25361,371,"Breaking leaf buds",2019,4,22,112,2458596,5,2019,5,7,127,2458611,9,2019-04-22,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",112,2019
1327,42.546036,-71.3545,87,"MA",61,"Acer","saccharum","sugar maple","Plantae",25361,498,"Colored leaves",2019,10,20,293,2458777,11,2019,11,3,307,2458791,11,2019-10-20,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",293,2019
1191,42.25259,-87.955826,211,"IL",36,"Syringa","vulgaris","common lilac","Plantae",25364,205,"Open flowers (lilac)",2019,5,29,149,2458633,11,2019,6,7,158,2458642,NA,2019-05-29,"calendar",NA,NA,NA,NA,"Open flowers","Deciduous broadleaf",149,2019
1191,42.25259,-87.955826,211,"IL",36,"Syringa","vulgaris","common lilac","Plantae",25364,206,"Full flowering (lilac)",2019,6,1,152,2458636,3,2019,6,7,158,2458642,NA,2019-06-01,"calendar",NA,NA,NA,NA,"Open flowers","Deciduous broadleaf",152,2019
1191,42.25259,-87.955826,211,"IL",36,"Syringa","vulgaris","common lilac","Plantae",25364,373,"Breaking leaf buds (lilac/honeysuckle)",2019,5,18,138,2458622,NA,2019,6,7,158,2458642,NA,2019-05-18,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",138,2019
8418,32.363758,-94.873947,108,"TX",7,"Cercis","canadensis","eastern redbud","Plantae",25365,371,"Breaking leaf buds",2019,3,27,86,2458570,4,2019,4,17,107,2458591,4,2019-03-27,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",86,2019
8418,32.363758,-94.873947,108,"TX",7,"Cercis","canadensis","eastern redbud","Plantae",25365,501,"Open flowers",2019,3,10,69,2458553,7,2019,4,3,93,2458577,4,2019-03-10,"calendar",NA,NA,NA,NA,"Open flowers","Deciduous broadleaf",69,2019
8418,32.363758,-94.873947,108,"TX",82,"Liriodendron","tulipifera","tuliptree","Plantae",25366,371,"Breaking leaf buds",2019,3,10,69,2458553,7,2019,4,17,107,2458591,4,2019-03-10,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",69,2019
8417,39.184319,-120.122032,1909,"CA",27,"Populus","tremuloides","quaking aspen","Plantae",25512,371,"Breaking leaf buds",2019,6,15,166,2458650,NA,2019,7,20,201,2458685,7,2019-06-15,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",166,2019
8440,42.283279,-83.771729,273,"MI",100,"Quercus","alba","white oak","Plantae",25513,371,"Breaking leaf buds",2019,5,2,122,2458606,5,2019,5,17,137,2458621,5,2019-05-02,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",122,2019
8440,42.283279,-83.771729,273,"MI",100,"Quercus","alba","white oak","Plantae",25513,471,"Falling leaves",2019,10,21,294,2458778,7,2019,11,24,328,2458812,19,2019-10-21,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",294,2019
8440,42.283279,-83.771729,273,"MI",100,"Quercus","alba","white oak","Plantae",25513,498,"Colored leaves",2019,10,7,280,2458764,7,2019,12,13,347,2458831,NA,2019-10-07,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",280,2019
8460,43.09248,-73.591904,73,"NY",26,"Podophyllum","peltatum","mayapple","Plantae",25661,501,"Open flowers",2019,5,30,150,2458634,17,2019,6,12,163,2458647,6,2019-05-30,"calendar",NA,NA,NA,NA,"Open flowers","Forb",150,2019
8460,43.09248,-73.591904,73,"NY",26,"Podophyllum","peltatum","mayapple","Plantae",25662,501,"Open flowers",2019,5,30,150,2458634,17,2019,6,12,163,2458647,6,2019-05-30,"calendar",NA,NA,NA,NA,"Open flowers","Forb",150,2019
8460,43.09248,-73.591904,73,"NY",100,"Quercus","alba","white oak","Plantae",25663,371,"Breaking leaf buds",2019,5,7,127,2458611,22,2019,5,9,129,2458613,4,2019-05-07,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",127,2019
8460,43.09248,-73.591904,73,"NY",100,"Quercus","alba","white oak","Plantae",25663,471,"Falling leaves",2019,10,8,281,2458765,15,2019,11,5,309,2458793,8,2019-10-08,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",281,2019
8460,43.09248,-73.591904,73,"NY",100,"Quercus","alba","white oak","Plantae",25663,498,"Colored leaves",2019,9,12,255,2458739,8,2019,11,5,309,2458793,8,2019-09-12,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",255,2019
8460,43.09248,-73.591904,73,"NY",100,"Quercus","alba","white oak","Plantae",25664,371,"Breaking leaf buds",2019,4,29,119,2458603,14,2019,5,9,129,2458613,4,2019-04-29,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",119,2019
8460,43.09248,-73.591904,73,"NY",100,"Quercus","alba","white oak","Plantae",25664,471,"Falling leaves",2019,10,8,281,2458765,15,2019,10,23,296,2458780,13,2019-10-08,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",281,2019
8460,43.09248,-73.591904,73,"NY",100,"Quercus","alba","white oak","Plantae",25664,498,"Colored leaves",2019,9,23,266,2458750,11,2019,10,23,296,2458780,13,2019-09-23,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",266,2019
8460,43.09248,-73.591904,73,"NY",61,"Acer","saccharum","sugar maple","Plantae",25666,371,"Breaking leaf buds",2019,4,29,119,2458603,14,2019,5,7,127,2458611,2,2019-04-29,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",119,2019
8460,43.09248,-73.591904,73,"NY",61,"Acer","saccharum","sugar maple","Plantae",25666,471,"Falling leaves",2019,9,4,247,2458731,8,2019,9,23,266,2458750,15,2019-09-04,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",247,2019
8460,43.09248,-73.591904,73,"NY",61,"Acer","saccharum","sugar maple","Plantae",25666,498,"Colored leaves",2019,8,27,239,2458723,8,2019,9,23,266,2458750,15,2019-08-27,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",239,2019
8460,43.09248,-73.591904,73,"NY",61,"Acer","saccharum","sugar maple","Plantae",25667,371,"Breaking leaf buds",2019,4,29,119,2458603,14,2019,4,29,119,2458603,8,2019-04-29,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",119,2019
8460,43.09248,-73.591904,73,"NY",61,"Acer","saccharum","sugar maple","Plantae",25667,471,"Falling leaves",2019,9,4,247,2458731,8,2019,10,8,281,2458765,15,2019-09-04,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",247,2019
8460,43.09248,-73.591904,73,"NY",61,"Acer","saccharum","sugar maple","Plantae",25667,498,"Colored leaves",2019,9,4,247,2458731,8,2019,10,8,281,2458765,15,2019-09-04,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",247,2019
8460,43.09248,-73.591904,73,"NY",28,"Prunus","serotina","black cherry","Plantae",25668,390,"Ripe fruits",2019,6,18,169,2458653,6,2019,9,12,255,2458739,11,2019-06-18,"calendar",NA,NA,NA,NA,"Ripe fruits","Deciduous broadleaf",169,2019
8460,43.09248,-73.591904,73,"NY",28,"Prunus","serotina","black cherry","Plantae",25668,471,"Falling leaves",2019,8,19,231,2458715,5,2019,10,23,296,2458780,13,2019-08-19,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",231,2019
8460,43.09248,-73.591904,73,"NY",28,"Prunus","serotina","black cherry","Plantae",25668,498,"Colored leaves",2019,8,19,231,2458715,5,2019,10,23,296,2458780,13,2019-08-19,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",231,2019
8460,43.09248,-73.591904,73,"NY",28,"Prunus","serotina","black cherry","Plantae",25668,501,"Open flowers",2019,5,30,150,2458634,17,2019,5,30,150,2458634,6,2019-05-30,"calendar",NA,NA,NA,NA,"Open flowers","Deciduous broadleaf",150,2019
8460,43.09248,-73.591904,73,"NY",28,"Prunus","serotina","black cherry","Plantae",25668,504,"Recent fruit or seed drop",2019,6,18,169,2458653,6,2019,9,12,255,2458739,11,2019-06-18,"calendar",NA,NA,NA,NA,"Ripe fruits","Deciduous broadleaf",169,2019
8210,41.259045,-73.457031,192,"CT",36,"Syringa","vulgaris","common lilac","Plantae",25727,373,"Breaking leaf buds (lilac/honeysuckle)",2019,4,8,98,2458582,14,2019,4,17,107,2458591,10,2019-04-08,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",98,2019
8496,46.328629,-96.061256,388,"MN",174,"Medicago","sativa","alfalfa","Plantae",25770,390,"Ripe fruits",2019,8,5,217,2458701,10,2019,10,20,293,2458777,12,2019-08-05,"calendar",NA,NA,NA,NA,"Ripe fruits","Forb",217,2019
8496,46.328629,-96.061256,388,"MN",174,"Medicago","sativa","alfalfa","Plantae",25770,501,"Open flowers",2019,6,19,170,2458654,19,2019,9,28,271,2458755,22,2019-06-19,"calendar",NA,NA,NA,NA,"Open flowers","Forb",170,2019
